Review,Sentiment,Cleaned_Review,Sentiment_Label,Review_Length,Word_Count
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1,the staff is always super friendly and helpful which is especially cool when you bring two small boys and a baby,Positive,112,21
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,four stars for the food the guy in the blue shirt for his great vibe still letting us in to eat,Positive,95,21
The roast beef sandwich tasted really good!,1,the roast beef sandwich tasted really good,Positive,42,7
"Same evening, him and I are both drastically sick.",0,same evening him and i are both drastically sick,Negative,48,9
High-quality chicken on the chicken Caesar salad.,1,highquality chicken on the chicken caesar salad,Positive,47,7
Ordered burger rare came in we'll done.,0,ordered burger rare came in well done,Negative,37,7
We were promptly greeted and seated.,1,we were promptly greeted and seated,Positive,35,6
Tried to go here for lunch and it was a madhouse.,0,tried to go here for lunch and it was a madhouse,Negative,48,11
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,i was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable,Positive,127,25
"After waiting an hour and being seated, I was not in the greatest of moods.",0,after waiting an hour and being seated i was not in the greatest of moods,Negative,73,15
This is a good joint.,1,this is a good joint,Positive,20,5
The Macarons here are insanely good.,1,the macarons here are insanely good,Positive,35,6
I'm not eating here!,0,im not eating here,Negative,18,4
"Our waiter was very attentive, friendly, and informative.",1,our waiter was very attentive friendly and informative,Positive,54,8
Maybe if they weren't cold they would have been somewhat edible.,0,maybe if they werent cold they would have been somewhat edible,Negative,62,11
This place has a lot of promise but fails to deliver.,0,this place has a lot of promise but fails to deliver,Negative,52,11
Very bad Experience!,0,very bad experience,Negative,19,3
What a mistake.,0,what a mistake,Negative,14,3
Food was average at best.,0,food was average at best,Negative,24,5
Great food.,1,great food,Positive,10,2
We won't be going back anytime soon!,0,we wont be going back anytime soon,Negative,34,7
Very Very Disappointed ordered the $35 Big Bay Plater.,0,very very disappointed ordered the big bay plater,Negative,49,8
Great place to relax and have an awesome burger and beer.,1,great place to relax and have an awesome burger and beer,Positive,56,11
It is PERFECT for a sit-down family meal or get together with a few friends.,1,it is perfect for a sitdown family meal or get together with a few friends,Positive,74,15
"Not much flavor to them, and very poorly constructed.",0,not much flavor to them and very poorly constructed,Negative,51,9
The patio seating was very comfortable.,1,the patio seating was very comfortable,Positive,38,6
The fried rice was dry as well.,0,the fried rice was dry as well,Negative,30,7
Hands down my favorite Italian restaurant!,1,hands down my favorite italian restaurant,Positive,41,6
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,that just screams legit in my booksomethats also pretty rare here in vegas,Positive,74,13
It was just not a fun experience.,1,it was just not a fun experience,Positive,32,7
The atmosphere was great with a lovely duo of violinists playing songs we requested.,1,the atmosphere was great with a lovely duo of violinists playing songs we requested,Positive,83,14
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,i personally love the hummus pita baklava falafels and baba ganoush its amazing what they do with eggplant,Positive,106,18
"Very convenient, since we were staying at the MGM!",1,very convenient since we were staying at the mgm,Positive,48,9
The owners are super friendly and the staff is courteous.,1,the owners are super friendly and the staff is courteous,Positive,56,10
Both great!,1,both great,Positive,10,2
Eclectic selection.,1,eclectic selection,Positive,18,2
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1,the sweet potato tots were good but the onion rings were perfection or as close as i have had,Positive,93,19
The staff was very attentive.,1,the staff was very attentive,Positive,28,5
And the chef was generous with his time (even came around twice so we can take pictures with him).,1,and the chef was generous with his time even came around twice so we can take pictures with him,Positive,95,19
"The owner used to work at Nobu, so this place is really similar for half the price.",1,the owner used to work at nobu so this place is really similar for half the price,Positive,81,17
Google mediocre and I imagine Smashburger will pop up.,0,google mediocre and i imagine smashburger will pop up,Negative,53,9
dont go here.,0,dont go here,Negative,12,3
I promise they won't disappoint.,1,i promise they wont disappoint,Positive,30,5
As a sushi lover avoid this place by all means.,0,as a sushi lover avoid this place by all means,Negative,46,10
What a great double cheeseburger!,1,what a great double cheeseburger,Positive,32,5
Awesome service and food.,1,awesome service and food,Positive,24,4
A fantastic neighborhood gem !!!,1,a fantastic neighborhood gem,Positive,28,4
I can't wait to go back.,1,i cant wait to go back,Positive,22,6
The plantains were the worst I've ever tasted.,0,the plantains were the worst ive ever tasted,Negative,44,8
It's a great place and I highly recommend it.,1,its a great place and i highly recommend it,Positive,43,9
Service was slow and not attentive.,0,service was slow and not attentive,Negative,34,6
"I gave it 5 stars then, and I'm giving it 5 stars now.",1,i gave it stars then and im giving it stars now,Positive,47,11
Your staff spends more time talking to themselves than me.,0,your staff spends more time talking to themselves than me,Negative,57,10
Dessert: Panna Cotta was amazing.,1,dessert panna cotta was amazing,Positive,31,5
"Very good food, great atmosphere.1",1,very good food great atmosphere,Positive,31,5
Damn good steak.,1,damn good steak,Positive,15,3
Total brunch fail.,0,total brunch fail,Negative,17,3
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,prices are very reasonable flavors are spot on the sauce is home made and the slaw is not drenched in mayo,Positive,106,21
"The decor is nice, and the piano music soundtrack is pleasant.",1,the decor is nice and the piano music soundtrack is pleasant,Positive,60,11
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,the steak was amazingrge fillet relleno was the best seafood plate i have ever had,Positive,82,15
